,gsis_id,display_name,common_first_name,first_name,last_name,short_name,football_name,suffix,esb_id,nfl_id,pfr_id,pff_id,otc_id,espn_id,smart_id,birth_date,position_group,position,ngs_position_group,ngs_position,height,weight,headshot,college_name,college_conference,jersey_number,rookie_season,last_season,latest_team,status,ngs_status,ngs_status_short_description,years_of_experience,pff_position,pff_status,draft_year,draft_round,draft_pick,draft_team
16602,00-0031277,Branden Oliver,Branden,Branden,Oliver,B.Oliver,Branden,,OLI200892,42038.0,OlivBr01,9286.0,3766.0,17452.0,32004f4c-4920-0892-faf3-2500b09db55c,1991-05-07,RB,RB,,,68.0,208.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wuvcmhjtwgqanezt6f79",Buffalo,,32.0,2014,2017,LAC,ACT,CUT,,4,HB,,,,,
16603,00-0039650,Bryce Oliver,Bryce,Bryce,Oliver,B.Oliver,Bryce,,OLI201080,57791.0,OlivBr02,84248.0,11910.0,4362617.0,32004f4c-4920-1080-fcd1-3bb8180dafe9,2000-05-19,WR,WR,WR,WR,73.0,214.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w8z5zvas0nli3yekxw7w",Youngstown State; Kentucky,Missouri Valley Football Conference,80.0,2024,2025,TEN,ACT,DEV,PS; Exc,2,WR,A,,,,
16605,OLI259555,Darryl Oliver,Darryl,Darryl,Oliver,,,,OLI259555,,OlivDa20,,,,32004f4c-4925-9555-4c11-7ed16d9c5c5d,1964-07-13,RB,RB,,,70.0,195.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/shvxwfyh6apvfwf0zaun",Miami,,0.0,1987,1987,ATL,ACT,,,0,,,1987.0,11.0,297.0,SEA
16606,00-0035230,Ed Oliver,Ed,Edward,Oliver,E.Oliver,Ed,,OLI290385,47792.0,OlivEd00,42200.0,7800.0,4039303.0,32004f4c-4929-0385-df1c-0f8e40559b5a,1997-12-12,DL,DT,DL,INTERIOR_LINE,73.0,287.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wqmheiax6xnk7pvcdzav",Houston,American Athletic Conference,91.0,2019,2026,BUF,ACT,ACT,Active,8,DI,A,2019.0,1.0,9.0,BUF
16607,OLI311466,Frank Oliver,Frank,Franklin,Oliver,,,,OLI311466,,OlivFr20,,,,32004f4c-4931-1466-a55b-85454b2ca916,1952-03-03,DB,DB,,,73.0,194.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmstcgqljgtdhqy2hqlv",Kentucky State University,,0.0,1975,1976,TB,ACT,,,2,,,1975.0,4.0,87.0,SF
16608,OLI363377,Greg Oliver,Greg,Gregory,Oliver,,,,OLI363377,,OlivGr00,,,,32004f4c-4936-3377-fdf3-41ec2fc24c8e,1949-01-15,RB,RB,,,72.0,192.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zite3iabrcqom5enylga",Trinity University Texas; Ranger Junior College,,0.0,1974,1974,PHI,ACT,,,2,,,,,,
16609,OLI415288,Hubie Oliver,Hubie,Hubert,Oliver,,,,OLI415288,,OlivHu00,,,,32004f4c-4941-5288-e1ed-ce7567a6e5db,1957-11-12,RB,RB,,,70.0,215.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eloicwknjqw878vllqhl",Arizona,,0.0,1981,1986,HOU,ACT,,,4,,,1981.0,10.0,275.0,PHI
16611,OLI467199,Jeff Oliver,Jeff,Jeffrey,Oliver,,,,OLI467199,,OlivJe20,,,,32004f4c-4946-7199-a19a-43b66f519acd,1965-07-28,OL,OT,,,76.0,292.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/atzztkaj1vqlxsliqalf",Boston College,,0.0,1989,1989,NYJ,ACT,,,1,,,,,,
16613,OLI519110,Jack Oliver,Jack,John,Oliver,,,,OLI519110,,OlivJa20,,,,32004f4c-4951-9110-cfe4-28747e6e6f1e,1962-02-03,OL,OT,,,75.0,281.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g1l7agoya73wnj8rlr8j",Memphis; Texas-El Paso,,0.0,1987,1987,CHI,ACT,,,1,,,1985.0,6.0,159.0,NYG
16614,00-0035249,Josh Oliver,Josh,Josh,Oliver,J.Oliver,Josh,,OLI524360,47852.0,OlivJo00,47083.0,7860.0,3921690.0,32004f4c-4952-4360-2a59-44a3fa93d63f,1997-03-21,TE,TE,TE,TE,77.0,264.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/awdb5xedlbq0ebpptgzb",San Jose State,Mountain West Conference,84.0,2019,2026,MIN,ACT,ACT,Active,8,TE,A,2019.0,3.0,69.0,JAX
16615,OLI529610,Maurice Oliver,Maurice,Julius,Oliver,,,,OLI529610,,OlivMa20,,,,32004f4c-4952-9610-ac9d-7a6025ca1a58,1967-06-14,LB,LB,,,75.0,230.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rxn2la231gx1k2gqnygj",Southern Mississippi,,0.0,1991,1991,TB,ACT,,,1,,,,,,
16616,00-0012360,Louis Oliver,Louis,Louis,Oliver,,,,OLI571021,,OlivLo20,,,6921.0,32004f4c-4957-1021-cdd5-f723e2b3e616,1966-03-09,DB,S,,,74.0,224.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i5pr8a764am5nol1d5jz",Florida,,25.0,1989,1996,MIA,ACT,,,8,,,1989.0,1.0,25.0,MIA
16577,00-0032655,Romeo Okwara,Romeo,Romeo,Okwara,R.Okwara,Romeo,,OKW059326,43775.0,OkwaRo01,11250.0,5296.0,2980147.0,32004f4b-5705-9326-aeff-54de18212511,1995-06-17,DL,DE,DL,EDGE,76.0,255.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rkasbg8asew3pyozpkcu",Notre Dame,Independent,95.0,2016,2023,DET,ACT,ACT,Active,8,ED,A,,,,
16521,00-0012322,Jonathan Ogden,Jonathan,Jonathan,Ogden,,,,OGD403291,,OgdeJo00,,,962.0,32004f47-4440-3291-6c70-d019fe6370bd,1974-07-31,OL,OT,,,81.0,345.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nfankpq6pyoz8smsbilj",UCLA,,75.0,1996,2007,BAL,ACT,,,12,,,1996.0,1.0,4.0,BAL
16575,00-0027859,Russell Okung,Russell,Russell,Okung,R.Okung,Russell,,OKU444955,35445.0,OkunRu20,5531.0,1568.0,13242.0,32004f4b-5544-4955-24d5-79c5a15945ea,1988-10-07,OL,OT,OL,T,77.0,310.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aegce342iuqxpfirhzxg",Oklahoma State,Big Twelve Conference,76.0,2010,2020,CAR,ACT,UFA,Active,11,T,,2010.0,1.0,6.0,SEA
16568,00-0039176,Basil Okoye,Basil,Basil,Okoye,B.Okoye,Basil,,OKO547723,56592.0,,169780.0,11520.0,5144942.0,32004f4b-4f54-7723-3463-648e028a5953,2001-10-20,DL,DT,DL,INTERIOR_LINE,78.0,365.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/g0bc8uf6fx9g6myyswi5",,NO COLLEGE,99.0,2023,2026,NYG,ACT,ACT,Active,2,DI,A,,,,
16527,00-0012324,Alfred Oglesby,Alfred,Alfred,Oglesby,,,,OGL332232,,OgleAl20,,,6918.0,32004f47-4c33-2232-b4e5-1bc2d8b9e370,1967-01-27,DL,DT,,,75.0,290.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o0d1bzbswap5gzhvv2fn",Houston,,0.0,1990,1995,CIN,ACT,,,5,,,1990.0,3.0,66.0,MIA
16528,00-0019766,Cedric Oglesby,Cedric,Cedric,Oglesby,,,,OGL354380,,oglesced01,,,3512.0,32004f47-4c35-4380-e1a1-7f6fed379bd7,1977-07-26,SPEC,K,,,70.0,180.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/grnh50gzy4v1bpwmneys",South Carolina State,,1.0,2001,2001,ARI,ACT,,,0,,,,,,
16530,00-0030527,Alec Ogletree,Alec,Alec,Ogletree,A.Ogletree,Alec,,OGL654714,39976.0,OgleAl00,7811.0,2211.0,15806.0,32004f47-4c65-4714-b4a6-9c147992896b,1991-09-25,LB,ILB,LB,MLB,75.0,250.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n2iknv0oqq5nqbbzjjrn",Georgia,Southeastern Conference,44.0,2013,2021,CHI,ACT,ACT,Active,8,LB,,2013.0,1.0,30.0,LA
16531,00-0037292,Andrew Ogletree,Andrew,Andrew,Ogletree,A.Ogletree,Andrew,,OGL659589,54657.0,OgleAn00,138351.0,10237.0,4722908.0,32004f47-4c65-9589-92c7-47c2c9086ad6,1998-07-28,TE,TE,TE,TE,77.0,260.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wvcrk0ygv3coprxj4cnt",Youngstown State,Missouri Valley Football Conference,85.0,2022,2026,IND,ACT,ACT,Active,5,TE,A,2022.0,6.0,192.0,IND
16532,OGL664464,Craig Ogletree,Craig,Craig,Ogletree,,,,OGL664464,,OgleCr20,,,,32004f47-4c66-4464-27e0-8c30fee73934,1968-04-02,LB,LB,,,74.0,236.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/olarw77g7t0cvoqfxrg1",Auburn,,0.0,1990,1990,CIN,ACT,,,0,,,1990.0,7.0,177.0,CIN
16533,00-0026780,Kevin Ogletree,Kevin,Kevin,Ogletree,,,,OGL674214,,OgleKe00,5387.0,545.0,12588.0,32004f47-4c67-4214-100d-0d8eead4e201,1987-08-05,WR,WR,,,73.0,195.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nwo6cmmoaz0scmnzakz8",Virginia,,15.0,2009,2014,NYG,ACT,,,6,WR,,,,,
16534,OGR415291,Pat Ogrin,Pat,Patrick,Ogrin,,,,OGR415291,,OgriPa20,,,,32004f47-5241-5291-607f-59b53dc96d68,1958-02-10,DL,DE,,,77.0,265.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/laqketpdpwr5setankgj",Wyoming,,0.0,1981,1982,WAS,ACT,,,2,,,,,,
16537,00-0033905,Larry Ogunjobi,Larry,Olumide,Ogunjobi,L.Ogunjobi,Larry,,OGU431455,44877.0,OgunLa00,11820.0,5651.0,3050122.0,32004f47-5543-1455-618c-a01f22ab7199,1994-06-03,DL,DT,DL,INTERIOR_LINE,75.0,305.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gt0gj15hsswookg40d39",Charlotte,Conference USA,99.0,2017,2025,BUF,ACT,ACT,Active,9,DI,A,2017.0,3.0,65.0,CLE
16539,00-0020005,Ifeanyi Ohalete,Ifeanyi,Ifeanyi,Ohalete,,,,OHA359918,,OhalIf20,,,2841.0,32004f48-4135-9918-17fd-bbddcaa9280d,1979-05-22,DB,S,,,74.0,221.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/glv1iilhv1rnbmzbeeeq",USC,,26.0,2001,2005,CIN,ACT,,,5,,,,,,
16542,00-0038142,David Ojabo,David,David,Ojabo,D.Ojabo,David,,OJA415291,54510.0,OjabDa00,101420.0,10090.0,4426507.0,32004f4a-4141-5291-9c6d-849217a312b3,2000-05-17,LB,LB,DL,EDGE,76.0,252.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zhwq0frk3h6ni3uw4btp",Michigan,Big Ten Conference,90.0,2022,2025,BAL,ACT,CUT,Active,4,ED,A,2022.0,2.0,45.0,BAL
16545,00-0020390,Onome Ojo,Onome,Onome,Ojo,,,,OJO029662,26373.0,,,,,32004f4a-4f02-9662-23de-80ce0ba051a6,1977-06-03,WR,WR,,,76.0,205.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tvflzobw1k2oyiqkbdex",UC Davis,,86.0,2001,2001,NO,ACT,,,0,,,,,,
16547,00-0038412,Moro Ojomo,Moro,Moro,Ojomo,M.Ojomo,Moro,,OJO426541,56114.0,OjomMo00,76927.0,11073.0,4362116.0,32004f4a-4f42-6541-624d-798355140764,2001-08-15,DL,DT,DL,INTERIOR_LINE,75.0,292.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pifqoqquxxvoqwah8khm",Texas,Big Twelve Conference,97.0,2023,2026,PHI,ACT,ACT,Active,4,DI,A,2023.0,7.0,249.0,PHI
16550,00-0039155,BJ Ojulari,BJ,Jamiu,Ojulari,B.Ojulari,B.J.,,OJU426541,55906.0,OjulBJ00,124105.0,10865.0,4429111.0,32004f4a-5542-6541-4cd9-8e817d1b5514,2002-04-05,LB,LB,DL,EDGE,74.0,248.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yiulza2bhdta4aegzpnm",LSU,Southeastern Conference,9.0,2023,2025,ARI,ACT,DEV,PS; Vet,3,ED,A,2023.0,2.0,41.0,ARI
16551,00-0038765,Ty Okada,Ty,Tyler,Okada,T.Okada,Ty,,OKA103822,56484.0,OkadTy00,56089.0,11494.0,4247808.0,32004f4b-4110-3822-4f33-f4a076ab71c2,1999-06-04,DB,SAF,,,71.0,200.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dpnc6udwdhtrsq898nec",Montana State,Big Sky Conference,39.0,2023,2026,SEA,ACT,ACT,Active,2,S,A,,,,
16552,00-0030503,Alex Okafor,Alex,Alexander,Okafor,A.Okafor,Alex,,OKA207645,40051.0,OkafAl00,7885.0,2277.0,15976.0,32004f4b-4120-7645-9671-780bd0a9e00a,1991-02-08,DL,DE,DL,EDGE,76.0,261.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/haacftqavtvq7dnvph1g",Texas,Big Twelve Conference,97.0,2013,2021,KC,ACT,ACT,Active,9,ED,,2013.0,4.0,103.0,ARI
16553,00-0026291,Frank Okam,Frank,Franklin,Okam,,,,OKA415291,33232.0,OkamFr99,4465.0,1224.0,11385.0,32004f4b-4141-5291-17d7-e77a5d3b65d4,1985-10-16,DL,DT,,,77.0,350.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v6ztrntprc5mug2uome2",Texas,,98.0,2008,2011,TB,ACT,,,4,DI,,2008.0,5.0,151.0,HOU
16554,00-0020829,Tony Okanlawon,Tony,Anthony,Okanlawon,,,,OKA444955,,OkanTo20,,,3999849.0,32004f4b-4144-4955-5584-d78a08ab751e,1979-03-04,DB,DB,,,71.0,187.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vcapm4uupfuyyyqi76b8",Maryland,,34.0,2002,2003,LAC,ACT,,,2,,,,,,
16555,00-0012333,Chike Okeafor,Chike,Chikezie,Okeafor,,,,OKE059326,24600.0,OkeaCh20,493.0,,1842.0,32004f4b-4505-9326-569b-f433a6e26a74,1976-03-27,LB,OLB,,,77.0,256.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wgc4iphsyzbexlwba53y",Purdue,,56.0,1999,2009,ARI,ACT,,,11,,,1999.0,3.0,89.0,SF
16557,00-0035687,Bobby Okereke,Bobby,Robert,Okereke,B.Okereke,Bobby,,OKE400459,47872.0,OkerBo00,50954.0,7880.0,3117253.0,32004f4b-4540-0459-e914-d34827147fed,1996-07-29,LB,ILB,LB,MLB,73.0,235.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q5gc9nwmikqcyza7m3ku",Stanford,Pacific Twelve Conference,58.0,2019,2026,CAR,ACT,ACT,Active,8,LB,A,2019.0,3.0,89.0,IND
16561,OKO276861,Steve Okoniewski,Steve,John,Okoniewski,,,,OKO276861,,OkonSt20,,,,32004f4b-4f27-6861-9507-5bbc24d9fbe7,1949-08-22,DL,DT,,,75.0,257.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yurfypkxjlp4nihyspbj",Montana; Washington; Everett Community College,,0.0,1974,1977,CLE,ACT,,,6,,,,,,
16562,00-0037809,Chig Okonkwo,Chig,Chigoziem,Okonkwo,C.Okonkwo,Chigoziem,,OKO283611,54608.0,OkonCh00,84000.0,10188.0,4360635.0,32004f4b-4f28-3611-fc64-d952b8d6cb17,1999-09-08,TE,TE,TE,TE,75.0,238.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pzcez6pi9tpdqkmjjnzk",Maryland,Big Ten Conference,85.0,2022,2026,WAS,ACT,ACT,Active,5,TE,A,2022.0,4.0,143.0,TEN
16563,00-0034768,Chukwuma Okorafor,Chukwuma,Chukwuma,Okorafor,C.Okorafor,Chukwuma,,OKO359674,46161.0,OkorCh00,46302.0,6977.0,3129473.0,32004f4b-4f35-9674-5da6-60fd207c1379,1997-08-08,OL,OT,OL,T,78.0,320.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n3ld9u2m2kfxhcc0qeiy",Western Michigan,Mid-American Conference,79.0,2018,2026,NYJ,ACT,ACT,Active,8,T,A,2018.0,3.0,92.0,PIT
16564,00-0030326,Kenny Okoro,Kenny,Chibuikem,Okoro,,,,OKO373174,,OkorKe00,9431.0,3791.0,16097.0,32004f4b-4f37-3174-d55d-f38a6575d06a,1989-10-18,DB,DB,,,73.0,190.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kdt0wyfafwfgtisxwivd",Wake Forest,,40.0,2014,2014,WAS,ACT,,,1,CB,A,,,,
16569,00-0012335,Christian Okoye,Christian,Christian,Okoye,,,,OKO553722,,OkoyCh00,,,,32004f4b-4f55-3722-3798-c25e4ef1bedf,1961-08-16,RB,RB,,,73.0,253.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bhkq33vthswayyygjrx9",Azusa Pacific,,0.0,1987,1992,KC,ACT,,,6,,,1987.0,2.0,35.0,KC
16428,00-0034781,Dorian O'Daniel,Dorian,Dorian,O'Daniel,D.O'Daniel,Dorian,,ODA439705,46169.0,ODanDo00,51487.0,6985.0,3045132.0,32004f44-4143-9705-5399-7d586bcc0dc0,1994-09-04,LB,LB,LB,MLB,73.0,220.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mpzmyvgjzjl4n6rtn1wg",Clemson,Atlantic Coast Conference,44.0,2018,2021,KC,ACT,ACT,Active,4,LB,,2018.0,3.0,100.0,KC
16427,OCO679563,Tom O'Connor,Tom,Thomas,O'Connor,,,,OCO679563,,OConTo20,,,,32004f43-4f67-9563-cea6-01f108320234,1963-11-08,SPEC,P,,,73.0,190.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ranepiz26m5au3cs4elo",South Carolina; Nassau CC,,0.0,1987,1987,NYJ,ACT,,,1,,,,,,
16426,OCO528549,Paul O'Connor,Paul,Paul,O'Connor,,,,OCO528549,,OConPa20,,,,32004f43-4f52-8549-fc1c-0cb4c821ad91,1962-11-07,OL,G,,,75.0,270.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qa0a1nlvkx5kxlspp7hu",Miami,,0.0,1987,1987,TB,ACT,,,0,,,1987.0,5.0,140.0,NYG
16302,NOB581406,James Noble,James,James,Noble,,,,NOB581406,,NoblJa20,,,,32004e4f-4258-1406-ce42-98ace24ea8d8,1963-08-14,WR,WR,,,72.0,193.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wzcrb5ysaxjn59as3tpa",Stephen F. Austin State,,0.0,1986,1987,IND,ACT,,,2,,,,,,
16303,NOB664464,Mike Noble,Mike,Michael,Noble,,,,NOB664464,,NoblMi20,,,,32004e4f-4266-4464-a9e5-ef84ce28266c,1963-10-31,LB,LB,,,76.0,220.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bu3i8k3xgnbnobqbqqpg",Stanford,,0.0,1987,1987,LV,ACT,,,0,,,,,,
16305,00-0040138,Jaylin Noel,Jaylin,Jaylin,Noel,J.Noel,Jaylin,,NOE378255,58284.0,NoelJa00,125155.0,12439.0,4586312.0,32004e4f-4537-8255-74e9-bfa22151ef3a,2002-09-04,WR,WR,WR,SLOT_WR,71.0,200.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ehlm8w4afdqoisx1e6as",Iowa State,Big Twelve Conference,13.0,2025,2026,HOU,ACT,ACT,Active,2,WR,A,2025.0,3.0,79.0,HOU
16306,00-0031639,Merrill Noel,Merrill,Merrill,Noel,,,,NOE380048,42670.0,NoelMe01,9735.0,4159.0,3892442.0,32004e4f-4538-0048-ea51-3628346b899e,1991-09-10,DB,CB,,,70.0,175.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c50mrmwhwgwamj25lsha",Wake Forest,,46.0,2015,2015,BUF,ACT,,,0,,,,,,
16309,00-0012147,Niko Noga,Niko,Falaniko,Noga,,,,NOG415290,,NogaNi20,,,,32004e4f-4741-5290-4a98-9d87f9b2daef,1962-03-01,LB,LB,,,73.0,230.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f3i8m7bobses6l7yupqx",Hawaii,,0.0,1984,1991,DET,ACT,,,8,,,1984.0,8.0,201.0,LA
16310,NOG622935,Peter Noga,Peter,Petelo,Noga,,,,NOG622935,,,,,,32004e4f-4762-2935-7154-9404738eb498,1964-06-24,LB,LB,,,72.0,212.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s2agrso0wwguhzd1f9ow",Hawaii,,0.0,1987,1987,LA,ACT,,,0,,,,,,
16311,00-0026948,Troy Nolan,Troy,Troy,Nolan,,,,NOL480991,34674.0,NolaTr99,5147.0,6463.0,12707.0,32004e4f-4c48-0991-7cac-e7cb1bf1fcfb,1986-09-07,DB,DB,,,74.0,202.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gbzujchd1dvqnefznflk",Arizona State; College of the Canyons,,43.0,2009,2012,CHI,ACT,,,4,S,,2009.0,7.0,223.0,HOU
16312,00-0040706,Walter Nolen,Walter,Walter,Nolen,W.Nolen,Walter,,NOL552942,58218.0,NoleWa00,158666.0,12376.0,4685503.0,32004e4f-4c55-2942-e287-746e6b8b2f55,2003-10-14,DL,DT,DL,INTERIOR_LINE,76.0,300.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jr8karjanloyyas4erxt",Mississippi; Texas A&M,Southeastern Conference,97.0,2025,2026,ARI,ACT,ACT,Active,2,DI,A,2025.0,1.0,16.0,ARI
16315,NOR072224,Keith Nord,Keith,Keith,Nord,,,,NOR072224,,NordKe20,,,,32004e4f-5207-2224-9f34-db940153792a,1957-03-03,DB,FS,,,72.0,197.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a9w7zjngo8dmhrs7dv1x",St. Cloud State University,,0.0,1979,1985,MIN,ACT,,,6,,,,,,
16316,NOR090280,Fred Nordgren,Fred,Frederick,Nordgren,,,,NOR090280,,NordFr20,,,,32004e4f-5209-0280-a1a2-43c8e4b0bd29,1959-12-11,DL,NT,,,72.0,240.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/axwhod3fjang9qyubdmn",Portland State,,0.0,1987,1987,TB,ACT,,,1,,,,,,
16319,NOR108336,Mark Nordquist,Mark,Mark,Nordquist,,,,NOR108336,,NordMa20,,,,32004e4f-5210-8336-ff65-31cf91dc5b61,1945-11-03,OL,G,,,76.0,246.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m0t6wyaqvkqef5jjoyvs",University of U. of Pacific; Pierce College,,0.0,1974,1976,SF,ACT,,,9,,,,,,
16321,00-0012167,Mark Nori,Mark,Mark,Nori,,,,NOR189588,,,,,,32004e4f-5218-9588-5913-c594288340e3,1974-01-01,OL,G,,,76.0,307.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nnxpkmy6vd1fog6kua6d",Boston College,,68.0,1997,1998,JAX,ACT,,,1,,,,,,
16322,NOR216672,Tony Norman,Tony,Anthony,Norman,,,,NOR216672,,NormTo20,,,,32004e4f-5221-6672-185c-61db9f5ab511,1955-01-27,DL,DE,,,77.0,270.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vhtnc06clsxssobideai",Iowa State,,0.0,1987,1987,MIN,ACT,,,1,,,,,,
16323,NOR234728,Ben Norman,Ben,Benjamin,Norman,,,,NOR234728,,NormBe20,,,,32004e4f-5223-4728-704e-5c596eb5aedc,1955-12-16,RB,RB,,,73.0,212.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ermzjrcvspzspbgbbic2",Colorado State,,0.0,1980,1980,DEN,ACT,,,0,,,,,,
16324,NOR252784,Chris Norman,Chris,Christopher,Norman,,,,NOR252784,,NormCh20,,,,32004e4f-5225-2784-3fed-be316ba6d1e9,1962-05-25,SPEC,P,,,74.0,198.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xmklt6zj8uj7ow5bhhyy",South Carolina,,0.0,1984,1986,DEN,ACT,,,3,,,,,,
16325,00-0020369,Dennis Norman,Dennis,Dennis,Norman,,,,NOR263101,26442.0,NormDe20,928.0,,2771.0,32004e4f-5226-3101-faaf-b577fcb4aaf9,1980-01-26,OL,OT,,,77.0,313.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/revxluykg4ncm5knvzkj",Princeton,,64.0,2001,2009,LAC,ACT,,,9,,,2001.0,7.0,222.0,SEA
16326,NOR288896,Joe Norman,Joe,Josef,Norman,,,,NOR288896,,NormJo20,,,,32004e4f-5228-8896-326e-c0c117fee780,1956-10-15,LB,ILB,,,73.0,220.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ho5z0oq6uvlxipqsgqcx",Indiana,,0.0,1979,1983,SEA,ACT,,,4,,,1979.0,2.0,45.0,SEA
16327,00-0020828,Josh Norman,Josh,Joshua,Norman,,,,NOR294914,,NormJo00,,,4283.0,32004e4f-5229-4914-b0a7-6847049ecd92,1980-07-27,TE,TE,,,74.0,236.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kuev5f1fl2axiurszppr",Oklahoma,,83.0,2002,2003,LAC,ACT,,,2,,,,,,
16329,NOR361120,Tim Norman,Tim,Timothy,Norman,,,,NOR361120,,NormTi20,,,,32004e4f-5236-1120-bca8-5bb252dbe2a1,1959-07-10,OL,OT,,,78.0,270.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rmrbtww6xzme2opuxtdz",Illinois,,0.0,1983,1983,CHI,ACT,,,1,,,,,,
16330,00-0012175,Todd Norman,Todd,Todd,Norman,,,,NOR370148,,,,,,32004e4f-5237-0148-1956-95d6d6045ae4,1971-09-11,OL,OT,,,77.0,300.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bd8wvn62rfd1nzjzh3wj",Notre Dame,,0.0,1995,1995,SEA,ACT,,,0,,,,,,
16332,NOR397232,David Norrie,David,David,Norrie,,,,NOR397232,,NorrDa20,,,,32004e4f-5239-7232-7654-222e09515dbd,1963-11-30,QB,QB,,,76.0,220.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jpsjleiemkqynj7l5jbs",UCLA,,0.0,1987,1987,NYJ,ACT,,,1,,,1986.0,11.0,291.0,SEA
16333,NOR458150,Jimmy Norris,Jimmy,James,Norris,,,,NOR458150,,NorrJi21,,,,32004e4f-5245-8150-4204-2280d01278d4,1964-03-12,DB,DB,,,71.0,188.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yytvi5sgwray4hphkgu4",Upsala College,,0.0,1987,1987,NYG,ACT,,,1,,,,,,
16335,NOR469456,Jerome Norris,Jerome,Jerome,Norris,,,,NOR469456,,NorrJe20,,,,32004e4f-5246-9456-3a33-e39fd80fecb5,1964-01-31,DB,DB,,,72.0,187.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xti33ikao56o6pnkdtrw",Furman,,0.0,1987,1987,ATL,ACT,,,0,,,,,,
16301,NOB415290,Don Noble,Don,Donald,Noble,,,,NOB415290,,NoblDo20,,,,32004e4f-4241-5290-fa7c-1661fc05f14f,1965-10-11,TE,TE,,,74.0,253.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xrxdjsa4q6tvs4i8bahp",California,,0.0,1987,1987,LA,ACT,,,0,,,,,,
